spam,text
FALSE,Spoons it is then okay?
FALSE,Yeah that's the impression I got
FALSE,Good morning princess! How are you?
FALSE,I am not sure about night menu. . . I know only about noon menu
TRUE,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
FALSE,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
TRUE,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
FALSE,"K I'm ready,  &lt;#&gt; ?"
FALSE,Did u download the fring app?
FALSE,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
FALSE,The new deus ex game comin early next yr
FALSE,Nokia phone is lovly..
FALSE,"Well, i'm gonna finish my bath now. Have a good...fine night."
FALSE,Booked ticket for pongal?
FALSE,"Goodmorning, Today i am late for  &lt;#&gt; min."
FALSE,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
FALSE,"Yeah, where's your class at?"
FALSE,Even if he my friend he is a priest call him now
FALSE,Are you this much buzy
TRUE,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
FALSE,Hey tmr meet at bugis 930 ?
TRUE,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
FALSE,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
FALSE,Then we gotta do it after that
FALSE,Is avatar supposed to have subtoitles
FALSE,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
TRUE,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
FALSE,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
FALSE,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...
TRUE,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
FALSE,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
FALSE,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
FALSE,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
FALSE,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
FALSE,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
FALSE,Ok... But bag again..
FALSE,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
FALSE,No message..no responce..what happend?
FALSE,I want to be inside you every night...
FALSE,Ok ok take care. I can understand.
FALSE,It only does simple arithmetic not percentages.
FALSE,No messages on her phone. I'm holding it now
FALSE,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!
FALSE,And do you have any one that can teach me how to ship cars.
FALSE,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‰Û÷re in b‰Û÷ham. Have a jolly good rest of week
FALSE,Oh that was a forwarded message. I thought you send that to me
FALSE,You do what all you like
FALSE,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
FALSE,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
FALSE,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
TRUE,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
TRUE,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
FALSE,And stop being an old man. You get to build snowman snow angels and snowball fights.
FALSE,Thx. All will be well in a few months
FALSE,How much did ur hdd casing cost.
FALSE,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
FALSE,Many more happy returns of the day. I wish you happy birthday.
FALSE,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
FALSE,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
FALSE,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
FALSE,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
FALSE,"Mah b, I'll pick it up tomorrow"
FALSE,I will spoil you in bed as well :)
FALSE,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..
FALSE,You in your room? I need a few
FALSE,cool. We will have fun practicing making babies!
FALSE,"Cool, want me to go to kappa or should I meet you outside mu"
FALSE,U sure u can't take any sick time?
FALSE,Me i'm not workin. Once i get job...
FALSE,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
FALSE,Nope... Think i will go for it on monday... Sorry i replied so late
FALSE,Ok. How many should i buy.
FALSE,"Sorry, went to bed early, nightnight"
FALSE,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
FALSE,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
FALSE,Early bird! Any purchases yet?
FALSE,U wake up already? Thanx 4 e tau sar piah it's quite nice.
FALSE,Do u noe wat time e place dat sells 4d closes?
FALSE,Ok i go change also...
TRUE,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
FALSE,No da. . Vijay going to talk in jaya tv
FALSE,Hui xin is in da lib.
TRUE,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
FALSE,Do you hide anythiing or keeping distance from me
FALSE,ÌÏ only send me the contents page...
FALSE,Yupz... I've oredi booked slots 4 my weekends liao...
TRUE,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
FALSE,No. Yes please. Been swimming?
FALSE,Yes its possible but dint try. Pls dont tell to any one k
FALSE,I might go 2 sch. Yar at e salon now v boring.
FALSE,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
FALSE,Horrible bf... I now v hungry...
FALSE,I'll text you when I drop x off
TRUE,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
FALSE,Mode men or have you left.
FALSE,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
FALSE,Later i guess. I needa do mcat study too.
FALSE,Can... I'm free...
FALSE,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..
TRUE,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
FALSE,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
FALSE,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
FALSE,Does she usually take fifteen fucking minutes to respond to a yes or no question
FALSE,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
FALSE,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
FALSE,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
FALSE,Love it! I want to flood that pretty pussy with cum...
FALSE,o turns out i had stereo love on mi phone under the unknown album.
TRUE,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
TRUE,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
FALSE,Ok...
FALSE,I want snow. It's just freezing and windy.
FALSE,jay says he'll put in  &lt;#&gt;
TRUE,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
FALSE,No da. . Vijay going to talk in jaya tv
FALSE,Okie...
FALSE,Yup next stop.
FALSE,S s..first time..dhoni rocks...
FALSE,As in different styles?
FALSE,Thinkin about someone is all good. No drugs for that
FALSE,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
FALSE,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
FALSE,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
FALSE,Don't necessarily expect it to be done before you get back though because I'm just now headin out
TRUE,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
TRUE,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on
FALSE,I cant pick the phone right now. Pls send a message
FALSE,Ok lor. I'm in town now lei.
FALSE,I think chennai well settled?
FALSE,Ok thanx... Take care then...
FALSE,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
FALSE,Call me when u finish then i come n pick u.
FALSE,I will vote for wherever my heart guides me
FALSE,You all ready for * big day tomorrow?
FALSE,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
FALSE,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
FALSE,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
TRUE,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
FALSE,"[‰Û_] anyway, many good evenings to u! s"
FALSE,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
FALSE,"Aight, we'll head out in a few"
FALSE,Hello! Good week? Fancy a drink or something later?
FALSE,Are you at work right now ?
FALSE,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
FALSE,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
FALSE,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
FALSE,I can make lasagna for you... vodka...
FALSE,Yup bathe liao...
FALSE,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
FALSE,Alright i have a new goal now
FALSE,Am watching house ‰ÛÒ very entertaining ‰ÛÒ am getting the whole hugh laurie thing ‰ÛÒ even with the stick ‰ÛÒ indeed especially with the stick.
FALSE,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
FALSE,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
FALSE,1's reach home call me.
FALSE,"Yo, you at jp and hungry like a mofo?"
FALSE,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
FALSE,Some are lasting as much as 2 hours. You might get lucky.
FALSE,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
FALSE,U guys never invite me anywhere :(
FALSE,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
FALSE,"Damn, can you make it tonight or do you want to just wait til tomorrow"
TRUE,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
FALSE,ÌÏ called dad oredi...
FALSE,Sent me ur email id soon
FALSE,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
FALSE,Go chase after her and run her over while she's crossing the street
FALSE,Do you know where my lab goggles went
FALSE,Ding me on ya break fassyole! Blacko from londn
FALSE,How many times i told in the stage all use to laugh. You not listen aha.
FALSE,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
FALSE,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
FALSE,ÌÏ predict wat time Ì_'ll finish buying?
FALSE,Hey now am free you can call me.
FALSE,It is only yesterday true true.
FALSE,Yup. Thk of u oso boring wat.
FALSE,You said to me before i went back to bed that you can't sleep for anything.
TRUE,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
FALSE,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
FALSE,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
FALSE,I cant pick the phone right now. Pls send a message
FALSE,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
FALSE,Change windows logoff sound..
FALSE,How much is torch in 9ja.
TRUE,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
FALSE,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
FALSE,Every day i use to sleep after  &lt;#&gt;  so only.
FALSE,See? I thought it all through
TRUE,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
FALSE,Nice.nice.how is it working?
FALSE,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
FALSE,Yes..gauti and sehwag out of odi series.
TRUE,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
FALSE,Yo we are watching a movie on netflix
FALSE,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
FALSE,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
FALSE,U reach orchard already? U wan 2 go buy tickets first?
FALSE,Did u got that persons story
FALSE,Send his number and give reply tomorrow morning for why you said that to him like that ok
FALSE,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
FALSE,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
FALSE,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
FALSE,Thanks chikku..:-) gud nyt:-*
FALSE,Geeeee ... I love you so much I can barely stand it
FALSE,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
FALSE,R u meeting da ge at nite tmr?
FALSE,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
FALSE,I am joining today formally.Pls keep praying.will talk later.
FALSE,I've been trying to reach him without success
FALSE,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
FALSE,From 5 to 2 only my work timing.
FALSE,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
FALSE,I AM AT A PARTY WITH ALEX NICHOLS
FALSE,"Dad wanted to talk about the apartment so I got a late start, omw now"
FALSE,"Sorry, I'll call later"
FALSE,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
FALSE,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
FALSE,Just sleeping..and surfing
FALSE,* Will have two more cartons off u and is very pleased with shelves
FALSE,Have you not finished work yet or something?
FALSE,Ok i am on the way to home hi hi
FALSE,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
FALSE,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
FALSE,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
FALSE,I didnt get anything da
FALSE,Yes. It's all innocent fun. O:-)
FALSE,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
TRUE,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
FALSE,I'm really sorry I lit your hair on fire
FALSE,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
FALSE,Mm umma ask vava also to come tell him can play later together
TRUE,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
FALSE,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
FALSE,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;
FALSE,For my family happiness..
FALSE,"Sorry, I'll call later in meeting."
FALSE,"Thursday night? Yeah, sure thing, we'll work it out then"
FALSE,Sleeping nt feeling well
FALSE,Me too! Have a lovely night xxx
FALSE,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
FALSE,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
FALSE,No objection. My bf not coming.
FALSE,Give me a sec to think think about it
FALSE,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
FALSE,I love working from home :)
FALSE,Thank u!
FALSE,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
TRUE,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
FALSE,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
FALSE,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
FALSE,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
FALSE,"Why is that, princess? I bet the brothas are all chasing you!"
TRUE,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
FALSE,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
FALSE,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
FALSE,"Nope, I'm still in the market"
FALSE,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
TRUE,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
FALSE,I will come tomorrow di
TRUE,RCT' THNQ Adrian for U text. Rgds Vatian
FALSE,After completed degree. There is no use in joining finance.
TRUE,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
FALSE,K do I need a login or anything
FALSE,So when do you wanna gym harri
FALSE,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
FALSE,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
FALSE,IM GONNA MISS U SO MUCH
FALSE,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
FALSE,How are you. Wish you a great semester
FALSE,Whatsup there. Dont u want to sleep
FALSE,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
FALSE,What???? Hello wats talks email address?
TRUE,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
FALSE,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
TRUE,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
FALSE,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
FALSE,Let me know when you've got the money so carlos can make the call
TRUE,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
FALSE,Gud ni8.swt drms.take care
FALSE,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
FALSE,That seems unnecessarily hostile
FALSE,How will I creep on you now? ;_;
FALSE,Watching tv now. I got new job :)
FALSE,Yes! How is a pretty lady like you single?
FALSE,And is there a way you can send shade's stuff to her. And she has been wonderful too.
FALSE,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
FALSE,I love to wine and dine my lady!
FALSE,i cant talk to you now.i will call when i can.dont keep calling.
FALSE,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
FALSE,K. Did you call me just now ah?
FALSE,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
FALSE,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
FALSE,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
FALSE,Hi' Test on  &lt;#&gt; rd ....
FALSE,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
TRUE,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
TRUE,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
TRUE,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
FALSE,My sister going to earn more than me da.
FALSE,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
TRUE,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
FALSE,Howz pain?hope u r fine..
FALSE,K.i will send in  &lt;#&gt;  min:)
FALSE,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
FALSE,S.this will increase the chance of winning.
TRUE,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
FALSE,ÌÏ give me some time to walk there.
FALSE,"That's what I love to hear :V see you sundayish, then"
FALSE,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
FALSE,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
FALSE,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
FALSE,And by when you're done I mean now
FALSE,"Dizzamn, aight I'll ask my suitemates when I get back"
TRUE,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
FALSE,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
FALSE,Then ur sis how?
FALSE,Good morning princess! How are you?
FALSE,I am late. I will be there at
FALSE,Ok
FALSE,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
FALSE,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
FALSE,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
FALSE,Gudnite....tc...practice going on
FALSE,‰Û_ and don‰Û÷t worry we‰Û÷ll have finished by march ‰Û_ ish!
FALSE,I gotta collect da car at 6 lei.
FALSE,Also remember to get dobby's bowl from your car
FALSE,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
FALSE,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
FALSE,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
FALSE,Lara said she can loan me  &lt;#&gt; .
TRUE,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
FALSE,K:)i will give my kvb acc details:)
FALSE,Ugh fuck it I'm resubbing to eve
FALSE,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
FALSE,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
FALSE,Hey mr whats the name of that bill brison book the one about language and words
TRUE,88066 FROM 88066 LOST 3POUND HELP
FALSE,Hi :)finally i completed the course:)
FALSE,How is it possible to teach you. And where.
FALSE,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
FALSE,No it will reach by 9 only. She telling she will be there. I dont know
TRUE,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
FALSE,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
FALSE,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
